date,aqi,aqi_bucket,co,no2,o3,pm10,pm25,so2
2016-03-20,232.0,Poor,11.0,20.0,5.0,,232.0,1.0
2016-03-21,133.0,Moderately Polluted,10.0,17.0,4.0,,133.0,1.0
2016-03-22,104.0,Moderately Polluted,17.0,16.0,6.0,,104.0,2.0
2016-03-23,150.0,Moderately Polluted,23.0,17.0,7.0,,150.0,1.0
2016-03-24,174.0,Moderately Polluted,21.0,21.0,7.0,,174.0,1.0
2016-03-25,166.0,Moderately Polluted,21.0,24.0,6.0,,166.0,2.0
2016-03-26,175.0,Moderately Polluted,12.0,15.0,4.0,,175.0,1.0
2016-03-27,156.0,Moderately Polluted,11.0,16.0,4.0,,156.0,1.0
2016-03-28,152.0,Moderately Polluted,11.0,16.0,3.0,,152.0,4.0
2016-03-29,153.0,Moderately Polluted,36.0,25.0,3.0,,153.0,
2016-03-30,179.0,Moderately Polluted,35.0,38.0,8.0,,179.0,4.0
2016-03-31,243.0,Poor,41.0,38.0,6.0,,243.0,5.0
2016-04-01,309.0,Very Poor,37.0,32.0,5.0,,309.0,2.0
2016-04-02,219.0,Poor,28.0,35.0,8.0,,219.0,1.0
2016-04-03,323.0,Very Poor,20.0,33.0,7.0,,323.0,1.0
2016-04-04,361.0,Very Poor,19.0,26.0,4.0,,361.0,2.0
2016-04-05,270.0,Poor,17.0,25.0,4.0,,270.0,3.0
2016-04-06,225.0,Poor,26.0,20.0,2.0,,225.0,5.0
2016-04-07,225.0,Poor,27.0,26.0,8.0,,225.0,5.0
2016-04-08,223.0,Poor,15.0,25.0,8.0,,223.0,1.0
2016-04-09,228.0,Poor,12.0,18.0,4.0,,228.0,1.0
2016-04-10,206.0,Poor,10.0,24.0,8.0,,206.0,1.0
2016-04-11,310.0,Very Poor,7.0,23.0,7.0,,310.0,
2016-04-12,160.0,Moderately Polluted,9.0,23.0,6.0,,160.0,1.0
2016-04-13,129.0,Moderately Polluted,20.0,32.0,7.0,,129.0,1.0
2016-04-14,146.0,Moderately Polluted,14.0,35.0,5.0,,146.0,10.0
2016-04-15,,,30.0,30.0,5.0,,,1.0
2016-04-16,,,25.0,3.0,5.0,,,2.0
2016-04-17,,,20.0,2.0,3.0,,,8.0
2016-04-18,390.0,Very Poor,45.0,9.0,14.0,,390.0,49.0
2016-04-19,160.0,Moderately Polluted,29.0,28.0,6.0,,160.0,6.0
2016-04-20,155.0,Moderately Polluted,18.0,21.0,7.0,,155.0,1.0
2016-04-21,354.0,Very Poor,28.0,29.0,9.0,,354.0,2.0
2016-04-22,187.0,Moderately Polluted,28.0,21.0,9.0,,187.0,1.0
2016-04-23,178.0,Moderately Polluted,15.0,22.0,11.0,,178.0,2.0
2016-04-24,166.0,Moderately Polluted,18.0,22.0,7.0,,166.0,1.0
2016-04-25,190.0,Moderately Polluted,37.0,33.0,8.0,,190.0,2.0
2016-04-26,212.0,Poor,44.0,31.0,11.0,,212.0,2.0
2016-04-27,281.0,Poor,50.0,32.0,8.0,,281.0,3.0
2016-04-28,276.0,Poor,32.0,29.0,10.0,,276.0,2.0
2016-04-29,354.0,Very Poor,33.0,28.0,12.0,,354.0,2.0
2016-04-30,205.0,Poor,38.0,27.0,13.0,,205.0,4.0
2016-05-01,180.0,Moderately Polluted,44.0,29.0,12.0,,180.0,3.0
2016-05-02,258.0,Poor,15.0,18.0,8.0,,258.0,1.0
2016-05-03,367.0,Very Poor,16.0,19.0,14.0,,367.0,2.0
2016-05-04,157.0,Moderately Polluted,13.0,17.0,10.0,,157.0,3.0
2016-05-05,488.0,Severe,17.0,19.0,7.0,,488.0,11.0
2016-05-06,209.0,Poor,21.0,23.0,11.0,,209.0,9.0
2016-05-07,237.0,Poor,22.0,23.0,15.0,,237.0,2.0
2016-05-08,328.0,Very Poor,12.0,17.0,10.0,,328.0,1.0
2016-05-09,326.0,Very Poor,21.0,18.0,9.0,,326.0,18.0
2016-05-10,235.0,Poor,16.0,17.0,12.0,,235.0,2.0
2016-05-11,211.0,Poor,19.0,18.0,10.0,,211.0,1.0
2016-05-12,165.0,Moderately Polluted,32.0,22.0,12.0,,165.0,1.0
2016-05-13,283.0,Poor,31.0,23.0,14.0,,283.0,2.0
2016-05-14,350.0,Very Poor,27.0,21.0,16.0,,350.0,2.0
2016-05-15,451.0,Severe,27.0,20.0,14.0,,451.0,5.0
2016-05-16,295.0,Poor,18.0,26.0,16.0,,295.0,4.0
2016-05-17,565.0,,35.0,24.0,12.0,,565.0,2.0
2016-05-18,,,,,,,542.0,
2016-05-24,,,37.0,25.0,7.0,,,1.0
2016-05-25,235.0,Poor,18.0,19.0,10.0,,235.0,1.0
2016-05-26,143.0,Moderately Polluted,36.0,26.0,8.0,,143.0,1.0
2016-05-27,382.0,Very Poor,20.0,18.0,13.0,,382.0,1.0
2016-05-28,675.0,,14.0,15.0,12.0,,675.0,
2016-05-29,221.0,Poor,13.0,16.0,15.0,,221.0,
2016-05-30,146.0,Moderately Polluted,22.0,22.0,13.0,,146.0,3.0
2016-05-31,404.0,Severe,30.0,24.0,11.0,,404.0,2.0
2016-06-01,164.0,Moderately Polluted,22.0,21.0,16.0,,164.0,1.0
2016-06-02,168.0,Moderately Polluted,12.0,17.0,17.0,,168.0,
2016-06-03,202.0,Poor,11.0,13.0,14.0,,202.0,1.0
2016-06-04,175.0,Moderately Polluted,15.0,15.0,22.0,,175.0,
2016-06-05,245.0,Poor,10.0,12.0,17.0,,245.0,
2016-06-06,190.0,Moderately Polluted,8.0,10.0,18.0,,190.0,
2016-06-07,133.0,Moderately Polluted,11.0,12.0,21.0,,133.0,
2016-06-08,131.0,Moderately Polluted,10.0,13.0,28.0,,131.0,
2016-06-09,130.0,Moderately Polluted,13.0,17.0,26.0,,130.0,1.0
2016-06-10,150.0,Moderately Polluted,16.0,17.0,21.0,,150.0,1.0
2016-06-11,157.0,Moderately Polluted,12.0,12.0,16.0,,157.0,
2016-06-12,139.0,Moderately Polluted,18.0,15.0,15.0,,139.0,1.0
2016-06-13,218.0,Poor,15.0,15.0,13.0,,218.0,
2016-06-14,140.0,Moderately Polluted,14.0,15.0,11.0,,140.0,1.0
2016-06-15,147.0,Moderately Polluted,13.0,14.0,10.0,,147.0,
2016-06-16,272.0,Poor,10.0,11.0,13.0,,272.0,1.0
2016-06-17,196.0,Moderately Polluted,19.0,9.0,8.0,,196.0,1.0
2016-06-18,239.0,Poor,19.0,13.0,11.0,,239.0,
2016-06-19,232.0,Poor,20.0,14.0,8.0,,232.0,1.0
2016-06-20,233.0,Poor,17.0,15.0,11.0,,233.0,
2016-06-21,262.0,Poor,14.0,11.0,2.0,,262.0,
2016-06-22,116.0,Moderately Polluted,21.0,18.0,5.0,,116.0,
2016-06-23,91.0,Satisfactory,15.0,15.0,8.0,,91.0,
2016-06-24,106.0,Moderately Polluted,13.0,12.0,16.0,,106.0,
2016-06-25,108.0,Moderately Polluted,12.0,11.0,18.0,,108.0,
2016-06-26,143.0,Moderately Polluted,19.0,13.0,14.0,,143.0,
2016-06-27,180.0,Moderately Polluted,21.0,12.0,11.0,,180.0,
2016-06-28,311.0,Very Poor,17.0,11.0,10.0,,311.0,
2016-06-29,216.0,Poor,20.0,12.0,12.0,,216.0,
2016-06-30,158.0,Moderately Polluted,12.0,12.0,15.0,,158.0,
2016-07-01,106.0,Moderately Polluted,14.0,12.0,10.0,,106.0,
2016-07-02,87.0,Satisfactory,12.0,9.0,13.0,,87.0,
2016-07-03,90.0,Satisfactory,13.0,9.0,11.0,,90.0,
2016-07-04,112.0,Moderately Polluted,10.0,9.0,21.0,,112.0,
2016-07-05,172.0,Moderately Polluted,10.0,8.0,17.0,,172.0,
2016-07-06,76.0,Satisfactory,12.0,8.0,7.0,,76.0,
2016-07-07,78.0,Satisfactory,14.0,9.0,4.0,,78.0,
2016-07-08,101.0,Moderately Polluted,13.0,9.0,7.0,,101.0,
2016-07-09,102.0,Moderately Polluted,12.0,9.0,7.0,,102.0,
2016-07-10,93.0,Satisfactory,12.0,9.0,7.0,,93.0,
2016-07-11,116.0,Moderately Polluted,10.0,9.0,6.0,,116.0,
2016-07-12,129.0,Moderately Polluted,8.0,9.0,7.0,,129.0,
2016-07-13,98.0,Satisfactory,8.0,8.0,5.0,,98.0,
2016-07-14,108.0,Moderately Polluted,10.0,9.0,5.0,,108.0,
2016-07-15,107.0,Moderately Polluted,9.0,10.0,8.0,,107.0,
2016-07-16,116.0,Moderately Polluted,8.0,7.0,6.0,,116.0,
2016-07-17,66.0,Satisfactory,11.0,12.0,6.0,,66.0,
2016-07-18,103.0,Moderately Polluted,20.0,12.0,16.0,,103.0,1.0
2016-07-19,249.0,Poor,13.0,15.0,5.0,,249.0,
2016-07-20,150.0,Moderately Polluted,10.0,17.0,5.0,,150.0,
2016-07-21,184.0,Moderately Polluted,11.0,14.0,7.0,,184.0,
2016-07-22,184.0,Moderately Polluted,8.0,6.0,5.0,,184.0,
2016-07-23,127.0,Moderately Polluted,14.0,9.0,,,127.0,
2016-07-24,121.0,Moderately Polluted,10.0,19.0,3.0,,121.0,
2016-07-25,155.0,Moderately Polluted,7.0,12.0,2.0,,155.0,
2016-07-26,138.0,Moderately Polluted,6.0,9.0,3.0,,138.0,
2016-07-27,127.0,Moderately Polluted,24.0,15.0,3.0,,127.0,
2016-07-28,101.0,Moderately Polluted,16.0,16.0,6.0,,101.0,
2016-07-29,101.0,Moderately Polluted,11.0,16.0,6.0,,101.0,
2016-07-30,124.0,Moderately Polluted,11.0,16.0,4.0,,124.0,
2016-07-31,100.0,Satisfactory,20.0,18.0,40.0,,100.0,
2016-08-01,108.0,Moderately Polluted,9.0,19.0,5.0,,108.0,
2016-08-02,114.0,Moderately Polluted,10.0,18.0,4.0,,114.0,
2016-08-03,139.0,Moderately Polluted,8.0,18.0,5.0,,139.0,
2016-08-04,137.0,Moderately Polluted,9.0,21.0,4.0,,137.0,
2016-08-05,128.0,Moderately Polluted,7.0,19.0,4.0,,128.0,
2016-08-06,111.0,Moderately Polluted,6.0,17.0,4.0,,111.0,
2016-08-07,102.0,Moderately Polluted,17.0,14.0,31.0,,102.0,5.0
2016-08-08,107.0,Moderately Polluted,12.0,17.0,6.0,,107.0,3.0
2016-08-09,120.0,Moderately Polluted,12.0,19.0,27.0,,120.0,
2016-08-10,125.0,Moderately Polluted,13.0,18.0,4.0,,125.0,
2016-08-11,114.0,Moderately Polluted,16.0,20.0,29.0,,114.0,4.0
2016-08-12,139.0,Moderately Polluted,12.0,21.0,7.0,,139.0,1.0
2016-08-13,146.0,Moderately Polluted,12.0,18.0,5.0,,146.0,
2016-08-14,107.0,Moderately Polluted,11.0,16.0,4.0,,107.0,1.0
2016-08-15,144.0,Moderately Polluted,35.0,21.0,36.0,,144.0,13.0
2016-08-16,147.0,Moderately Polluted,30.0,17.0,7.0,,147.0,8.0
2016-08-17,113.0,Moderately Polluted,12.0,17.0,5.0,,113.0,
2016-08-18,114.0,Moderately Polluted,26.0,17.0,9.0,,114.0,8.0
2016-08-19,133.0,Moderately Polluted,23.0,17.0,5.0,,133.0,7.0
2016-08-20,116.0,Moderately Polluted,11.0,16.0,7.0,,116.0,
2016-08-21,114.0,Moderately Polluted,26.0,18.0,5.0,,114.0,9.0
2016-08-22,146.0,Moderately Polluted,10.0,17.0,8.0,,146.0,3.0
2016-08-23,149.0,Moderately Polluted,14.0,19.0,4.0,,149.0,4.0
2016-08-24,117.0,Moderately Polluted,32.0,23.0,9.0,,117.0,7.0
2016-08-25,193.0,Moderately Polluted,21.0,21.0,20.0,,193.0,6.0
2016-08-26,144.0,Moderately Polluted,12.0,19.0,6.0,,144.0,2.0
2016-08-27,177.0,Moderately Polluted,13.0,21.0,5.0,,177.0,1.0
2016-08-28,165.0,Moderately Polluted,31.0,20.0,27.0,,165.0,9.0
2016-08-29,171.0,Moderately Polluted,28.0,21.0,5.0,,171.0,10.0
2016-08-30,157.0,Moderately Polluted,27.0,15.0,7.0,,157.0,8.0
2016-08-31,107.0,Moderately Polluted,27.0,12.0,23.0,,107.0,7.0
2016-09-01,123.0,Moderately Polluted,19.0,21.0,31.0,,123.0,4.0
2016-09-02,144.0,Moderately Polluted,15.0,21.0,9.0,,144.0,4.0
2016-09-03,149.0,Moderately Polluted,17.0,22.0,6.0,,149.0,1.0
2016-09-04,158.0,Moderately Polluted,17.0,22.0,6.0,,158.0,3.0
2016-09-05,157.0,Moderately Polluted,26.0,21.0,7.0,,157.0,7.0
2016-09-06,157.0,Moderately Polluted,16.0,22.0,8.0,,157.0,2.0
2016-09-07,154.0,Moderately Polluted,16.0,23.0,6.0,,154.0,1.0
2016-09-08,171.0,Moderately Polluted,18.0,27.0,6.0,,171.0,1.0
2016-09-09,182.0,Moderately Polluted,15.0,23.0,27.0,,182.0,1.0
2016-09-10,157.0,Moderately Polluted,15.0,22.0,6.0,,157.0,1.0
2016-09-11,154.0,Moderately Polluted,30.0,25.0,6.0,,154.0,7.0
2016-09-12,160.0,Moderately Polluted,10.0,19.0,4.0,,160.0,
2016-09-13,110.0,Moderately Polluted,11.0,19.0,2.0,,110.0,3.0
2016-09-14,117.0,Moderately Polluted,15.0,21.0,2.0,,117.0,1.0
2016-09-15,136.0,Moderately Polluted,16.0,22.0,3.0,,136.0,2.0
2016-09-16,146.0,Moderately Polluted,28.0,21.0,23.0,,146.0,9.0
2016-09-17,144.0,Moderately Polluted,15.0,18.0,3.0,,144.0,
2016-09-18,143.0,Moderately Polluted,11.0,13.0,2.0,,143.0,1.0
2016-09-19,140.0,Moderately Polluted,24.0,16.0,5.0,,140.0,1.0
2016-09-20,148.0,Moderately Polluted,11.0,12.0,11.0,,148.0,3.0
2016-09-21,151.0,Moderately Polluted,10.0,15.0,15.0,,151.0,3.0
2016-09-22,125.0,Moderately Polluted,11.0,11.0,2.0,,125.0,1.0
2016-09-23,146.0,Moderately Polluted,9.0,11.0,11.0,,146.0,7.0
2016-09-24,96.0,Satisfactory,10.0,16.0,4.0,,96.0,
2016-09-25,123.0,Moderately Polluted,20.0,15.0,3.0,,123.0,8.0
2016-09-26,109.0,Moderately Polluted,14.0,18.0,9.0,,109.0,
2016-09-27,131.0,Moderately Polluted,14.0,20.0,6.0,,131.0,1.0
2016-09-28,236.0,Poor,12.0,17.0,9.0,,236.0,2.0
2016-09-29,129.0,Moderately Polluted,27.0,17.0,7.0,,129.0,5.0
2016-09-30,142.0,Moderately Polluted,13.0,19.0,4.0,,142.0,1.0
2016-10-01,150.0,Moderately Polluted,11.0,17.0,4.0,,150.0,1.0
2016-10-02,150.0,Moderately Polluted,29.0,18.0,7.0,,150.0,8.0
2016-10-03,150.0,Moderately Polluted,28.0,22.0,12.0,,150.0,9.0
2016-10-04,158.0,Moderately Polluted,27.0,19.0,12.0,,158.0,6.0
2016-10-05,191.0,Moderately Polluted,12.0,15.0,8.0,,191.0,
2016-10-06,75.0,Satisfactory,17.0,18.0,8.0,,75.0,3.0
2016-10-07,,,16.0,21.0,25.0,,,5.0
2016-10-08,,,16.0,18.0,12.0,,,
2016-10-09,,,18.0,18.0,29.0,,,3.0
2016-10-10,178.0,Moderately Polluted,23.0,20.0,31.0,,178.0,4.0
2016-10-11,170.0,Moderately Polluted,27.0,24.0,11.0,,170.0,4.0
2016-10-12,176.0,Moderately Polluted,33.0,24.0,9.0,,176.0,9.0
2016-10-13,169.0,Moderately Polluted,27.0,28.0,28.0,,169.0,6.0
2016-10-14,177.0,Moderately Polluted,35.0,31.0,10.0,,177.0,6.0
2016-10-15,222.0,Poor,40.0,30.0,9.0,,222.0,3.0
2016-10-16,259.0,Poor,26.0,29.0,26.0,,259.0,6.0
2016-10-17,196.0,Moderately Polluted,19.0,26.0,27.0,,196.0,3.0
2016-10-18,195.0,Moderately Polluted,21.0,25.0,26.0,,195.0,
2016-10-19,209.0,Poor,27.0,28.0,27.0,,209.0,4.0
2016-10-20,241.0,Poor,26.0,27.0,25.0,,241.0,5.0
2016-10-21,262.0,Poor,19.0,22.0,25.0,,262.0,3.0
2016-10-22,164.0,Moderately Polluted,24.0,26.0,11.0,,164.0,3.0
2016-10-23,219.0,Poor,27.0,27.0,9.0,,219.0,4.0
2016-10-24,268.0,Poor,26.0,22.0,31.0,,268.0,5.0
2016-10-25,297.0,Poor,24.0,21.0,35.0,,297.0,2.0
2016-10-26,321.0,Very Poor,30.0,25.0,28.0,,321.0,1.0
2016-10-27,387.0,Very Poor,43.0,28.0,27.0,,387.0,5.0
2016-10-28,388.0,Very Poor,55.0,41.0,28.0,,388.0,8.0
2016-10-29,437.0,Severe,36.0,33.0,26.0,,437.0,3.0
2016-10-30,448.0,Severe,24.0,24.0,26.0,,448.0,10.0
2016-10-31,428.0,Severe,26.0,24.0,9.0,,428.0,3.0
2016-11-01,296.0,Poor,21.0,20.0,11.0,,296.0,4.0
2016-11-02,217.0,Poor,26.0,25.0,28.0,,217.0,4.0
2016-11-03,190.0,Moderately Polluted,23.0,25.0,24.0,,190.0,3.0
2016-11-04,202.0,Poor,35.0,22.0,8.0,,202.0,8.0
2016-11-05,206.0,Poor,34.0,25.0,31.0,,206.0,2.0
2016-11-06,405.0,Severe,41.0,27.0,10.0,,405.0,8.0
2016-11-07,336.0,Very Poor,38.0,27.0,27.0,,336.0,8.0
2016-11-08,352.0,Very Poor,28.0,28.0,27.0,,352.0,3.0
2016-11-09,302.0,Very Poor,48.0,28.0,13.0,,302.0,7.0
2016-11-10,440.0,Severe,61.0,30.0,9.0,,440.0,6.0
2016-11-11,408.0,Severe,60.0,31.0,13.0,,408.0,9.0
2016-11-12,364.0,Very Poor,42.0,24.0,4.0,,364.0,3.0
2016-11-13,324.0,Very Poor,38.0,22.0,8.0,,324.0,6.0
2016-11-14,263.0,Poor,49.0,25.0,25.0,,263.0,9.0
2016-11-15,258.0,Poor,24.0,27.0,7.0,,258.0,4.0
2016-11-16,226.0,Poor,32.0,23.0,8.0,,226.0,8.0
2016-11-17,298.0,Poor,23.0,20.0,9.0,,298.0,3.0
2016-11-18,286.0,Poor,35.0,30.0,10.0,,286.0,5.0
2016-11-19,334.0,Very Poor,46.0,35.0,4.0,,334.0,2.0
2016-11-20,361.0,Very Poor,41.0,23.0,3.0,,361.0,2.0
2016-11-21,254.0,Poor,24.0,25.0,7.0,,254.0,5.0
2016-11-22,337.0,Very Poor,20.0,30.0,26.0,,337.0,4.0
2016-11-23,361.0,Very Poor,22.0,31.0,9.0,,361.0,3.0
2016-11-24,408.0,Severe,13.0,26.0,16.0,,408.0,5.0
2016-11-25,407.0,Severe,17.0,31.0,9.0,,407.0,1.0
2016-11-26,358.0,Very Poor,19.0,28.0,7.0,,358.0,1.0
2016-11-27,257.0,Poor,16.0,28.0,8.0,,257.0,3.0
2016-11-28,188.0,Moderately Polluted,23.0,35.0,10.0,,188.0,1.0
2016-11-29,274.0,Poor,28.0,32.0,25.0,,274.0,
2016-11-30,335.0,Very Poor,27.0,27.0,23.0,,335.0,3.0
2016-12-01,377.0,Very Poor,26.0,24.0,3.0,,377.0,3.0
2016-12-02,306.0,Very Poor,25.0,24.0,22.0,,306.0,2.0
2016-12-03,306.0,Very Poor,21.0,26.0,24.0,,306.0,2.0
2016-12-04,398.0,Very Poor,38.0,30.0,25.0,,398.0,3.0
2016-12-05,418.0,Severe,21.0,20.0,23.0,,418.0,2.0
2016-12-06,405.0,Severe,19.0,24.0,23.0,,405.0,2.0
2016-12-07,411.0,Severe,18.0,23.0,21.0,,411.0,5.0
2016-12-08,411.0,Severe,18.0,23.0,23.0,,411.0,2.0
2016-12-09,308.0,Very Poor,25.0,25.0,22.0,,308.0,2.0
2016-12-10,274.0,Poor,46.0,28.0,24.0,,274.0,1.0
2016-12-11,306.0,Very Poor,40.0,28.0,30.0,,306.0,1.0
2016-12-12,352.0,Very Poor,41.0,30.0,24.0,,352.0,3.0
2016-12-13,297.0,Poor,39.0,34.0,25.0,,297.0,4.0
2016-12-14,315.0,Very Poor,34.0,29.0,26.0,,315.0,5.0
2016-12-15,235.0,Poor,22.0,31.0,5.0,,235.0,
2016-12-16,284.0,Poor,22.0,34.0,5.0,,284.0,1.0
2016-12-17,294.0,Poor,24.0,35.0,6.0,,294.0,1.0
2016-12-18,318.0,Very Poor,18.0,32.0,8.0,,318.0,1.0
2016-12-19,273.0,Poor,18.0,27.0,7.0,,273.0,
2016-12-20,217.0,Poor,12.0,25.0,7.0,,217.0,
2016-12-21,186.0,Moderately Polluted,21.0,37.0,7.0,,186.0,
2016-12-22,267.0,Poor,40.0,37.0,5.0,,267.0,1.0
2016-12-23,373.0,Very Poor,69.0,39.0,5.0,,373.0,2.0
2016-12-24,490.0,Severe,36.0,33.0,7.0,,490.0,1.0
2016-12-25,359.0,Very Poor,17.0,24.0,6.0,,359.0,
2016-12-26,307.0,Very Poor,25.0,36.0,6.0,,307.0,1.0
2016-12-27,290.0,Poor,23.0,36.0,6.0,,290.0,1.0
2016-12-28,315.0,Very Poor,15.0,26.0,3.0,,315.0,
2016-12-29,291.0,Poor,16.0,25.0,6.0,,291.0,
2016-12-30,338.0,Very Poor,19.0,26.0,5.0,,338.0,
2016-12-31,270.0,Poor,13.0,20.0,6.0,,270.0,
2017-01-01,217.0,Poor,15.0,22.0,5.0,,217.0,1.0
2017-01-02,243.0,Poor,19.0,25.0,5.0,,243.0,1.0
2017-01-03,393.0,Very Poor,24.0,20.0,4.0,,393.0,1.0
2017-01-04,395.0,Very Poor,53.0,28.0,7.0,,395.0,2.0
2017-01-05,450.0,Severe,25.0,23.0,6.0,,450.0,1.0
2017-01-06,487.0,Severe,14.0,21.0,5.0,,487.0,
2017-01-07,412.0,Severe,17.0,19.0,4.0,,412.0,1.0
2017-01-08,412.0,Severe,21.0,22.0,5.0,,412.0,1.0
2017-01-09,411.0,Severe,11.0,22.0,5.0,,411.0,1.0
2017-01-10,386.0,Very Poor,15.0,27.0,5.0,,386.0,1.0
2017-01-11,329.0,Very Poor,19.0,35.0,5.0,,329.0,2.0
2017-01-12,271.0,Poor,27.0,38.0,4.0,,271.0,3.0
2017-01-13,335.0,Very Poor,35.0,42.0,5.0,,335.0,4.0
2017-01-14,378.0,Very Poor,46.0,38.0,5.0,,378.0,3.0
2017-01-15,403.0,Severe,65.0,40.0,6.0,,403.0,3.0
2017-01-16,478.0,Severe,25.0,30.0,5.0,,478.0,1.0
2017-01-17,327.0,Very Poor,17.0,29.0,4.0,,327.0,1.0
2017-01-18,258.0,Poor,13.0,29.0,3.0,,258.0,1.0
2017-01-19,335.0,Very Poor,15.0,30.0,4.0,,335.0,1.0
2017-01-20,225.0,Poor,18.0,31.0,4.0,,225.0,1.0
2017-01-21,264.0,Poor,26.0,35.0,3.0,,264.0,2.0
2017-01-22,277.0,Poor,21.0,32.0,4.0,,277.0,1.0
2017-01-23,311.0,Very Poor,30.0,33.0,4.0,,311.0,2.0
2017-01-24,272.0,Poor,48.0,39.0,6.0,,272.0,3.0
2017-01-25,518.0,,18.0,33.0,5.0,,518.0,1.0
2017-01-26,688.0,,9.0,25.0,5.0,,688.0,
2017-01-27,282.0,Poor,13.0,25.0,6.0,,282.0,1.0
2017-01-28,174.0,Moderately Polluted,16.0,26.0,3.0,,174.0,1.0
2017-01-29,215.0,Poor,29.0,29.0,5.0,,215.0,1.0
2017-01-30,305.0,Very Poor,28.0,25.0,6.0,,305.0,2.0
2017-01-31,332.0,Very Poor,29.0,29.0,6.0,,332.0,2.0
2017-02-01,340.0,Very Poor,27.0,34.0,5.0,,340.0,1.0
2017-02-02,321.0,Very Poor,28.0,38.0,6.0,,321.0,2.0
2017-02-03,305.0,Very Poor,41.0,42.0,6.0,,305.0,3.0
2017-02-04,332.0,Very Poor,16.0,33.0,6.0,,332.0,1.0
2017-02-05,310.0,Very Poor,13.0,27.0,6.0,,310.0,1.0
2017-02-06,276.0,Poor,10.0,21.0,8.0,,276.0,
2017-02-07,179.0,Moderately Polluted,20.0,32.0,9.0,,179.0,1.0
2017-02-08,504.0,,20.0,31.0,15.0,,504.0,1.0
2017-02-09,251.0,Poor,15.0,35.0,21.0,,251.0,1.0
2017-02-10,212.0,Poor,26.0,38.0,6.0,,212.0,4.0
2017-02-11,238.0,Poor,22.0,42.0,7.0,,238.0,1.0
2017-02-12,385.0,Very Poor,19.0,41.0,7.0,,385.0,1.0
2017-02-13,196.0,Moderately Polluted,20.0,44.0,5.0,,196.0,1.0
2017-02-14,313.0,Very Poor,30.0,54.0,4.0,,313.0,6.0
2017-02-15,385.0,Very Poor,28.0,46.0,4.0,,385.0,4.0
2017-02-16,351.0,Very Poor,14.0,25.0,2.0,,351.0,2.0
2017-02-17,,,,,,,292.0,
2017-02-25,,,13.0,20.0,2.0,,,1.0
2017-02-26,258.0,Poor,19.0,48.0,3.0,,258.0,4.0
2017-02-27,253.0,Poor,29.0,56.0,4.0,,253.0,4.0
2017-02-28,206.0,Poor,28.0,54.0,6.0,,206.0,4.0
2017-03-01,248.0,Poor,15.0,38.0,5.0,,248.0,2.0
2017-03-02,168.0,Moderately Polluted,10.0,28.0,4.0,,168.0,1.0
2017-03-03,168.0,Moderately Polluted,11.0,31.0,3.0,,168.0,1.0
2017-03-04,208.0,Poor,13.0,30.0,5.0,,208.0,1.0
2017-03-05,238.0,Poor,13.0,35.0,4.0,,238.0,3.0
2017-03-06,251.0,Poor,21.0,47.0,4.0,,251.0,9.0
2017-03-07,300.0,Poor,16.0,39.0,7.0,,300.0,2.0
2017-03-08,273.0,Poor,15.0,39.0,5.0,,273.0,1.0
2017-03-09,323.0,Very Poor,9.0,29.0,5.0,,323.0,1.0
2017-03-10,207.0,Poor,8.0,31.0,4.0,,207.0,1.0
2017-03-11,152.0,Moderately Polluted,8.0,34.0,5.0,,152.0,1.0
2017-03-12,193.0,Moderately Polluted,10.0,27.0,5.0,,193.0,1.0
2017-03-13,218.0,Poor,10.0,26.0,6.0,,218.0,1.0
2017-03-14,190.0,Moderately Polluted,11.0,36.0,5.0,,190.0,2.0
2017-03-15,242.0,Poor,18.0,53.0,6.0,,242.0,4.0
2017-03-16,180.0,Moderately Polluted,15.0,41.0,7.0,,180.0,2.0
2017-03-17,208.0,Poor,15.0,36.0,6.0,,208.0,1.0
2017-03-18,178.0,Moderately Polluted,14.0,44.0,5.0,,178.0,1.0
2017-03-19,374.0,Very Poor,15.0,42.0,4.0,,374.0,2.0
2017-03-20,202.0,Poor,21.0,50.0,4.0,,202.0,5.0
2017-03-21,240.0,Poor,24.0,55.0,6.0,,240.0,6.0
2017-03-22,261.0,Poor,34.0,60.0,6.0,,261.0,3.0
2017-03-23,336.0,Very Poor,28.0,53.0,4.0,,336.0,2.0
2017-03-24,238.0,Poor,13.0,35.0,3.0,,238.0,1.0
2017-03-25,175.0,Moderately Polluted,14.0,41.0,4.0,,175.0,1.0
2017-03-26,145.0,Moderately Polluted,15.0,58.0,4.0,,145.0,1.0
2017-03-27,161.0,Moderately Polluted,27.0,74.0,6.0,,161.0,3.0
2017-03-28,285.0,Poor,17.0,50.0,4.0,,285.0,2.0
2017-03-29,190.0,Moderately Polluted,15.0,51.0,3.0,,190.0,2.0
2017-03-30,185.0,Moderately Polluted,19.0,49.0,3.0,,185.0,3.0
2017-03-31,210.0,Poor,27.0,53.0,5.0,,210.0,2.0
2017-04-01,279.0,Poor,18.0,46.0,4.0,,279.0,4.0
2017-04-02,184.0,Moderately Polluted,20.0,53.0,2.0,,184.0,4.0
2017-04-03,213.0,Poor,21.0,59.0,5.0,,213.0,3.0
2017-04-04,169.0,Moderately Polluted,11.0,36.0,4.0,,169.0,1.0
2017-04-05,246.0,Poor,13.0,42.0,4.0,,246.0,1.0
2017-04-06,279.0,Poor,17.0,55.0,5.0,,279.0,1.0
2017-04-07,314.0,Very Poor,10.0,36.0,5.0,,314.0,1.0
