,date, pm25, pm10, o3, no2, so2, co,AQI,AQI_bucket
256,2019-12-09,201.0,110.10087719298245,29.0,35.0,5.0,11.476315789473684,362.3953488372093,Very Poor
257,2019-12-10,234.0,110.10087719298245,34.0,37.0,7.0,11.476315789473684,387.72093023255815,Very Poor
258,2019-12-11,303.0,110.10087719298245,20.0,23.0,4.0,11.476315789473684,499.8132075471698,Severe
259,2019-12-12,246.0,110.10087719298245,13.0,12.0,8.0,11.476315789473684,396.93023255813955,Very Poor
260,2019-12-13,167.0,110.10087719298245,14.0,20.0,6.0,11.476315789473684,336.30232558139534,Very Poor
261,2019-12-14,173.0,110.10087719298245,15.0,20.0,2.0,11.476315789473684,340.90697674418607,Very Poor
262,2019-12-15,155.0,110.10087719298245,16.0,17.0,2.0,11.476315789473684,327.09302325581393,Very Poor
263,2019-12-16,167.0,110.10087719298245,15.0,17.0,1.0,11.476315789473684,336.30232558139534,Very Poor
264,2019-12-17,171.0,110.10087719298245,10.0,14.0,1.0,11.476315789473684,339.37209302325584,Very Poor
265,2019-12-18,178.0,110.10087719298245,15.0,19.0,2.0,11.476315789473684,344.74418604651163,Very Poor
266,2019-12-19,201.0,110.10087719298245,7.0,26.0,6.0,11.476315789473684,362.3953488372093,Very Poor
267,2019-12-20,272.0,110.10087719298245,22.73508137432188,27.716446124763706,8.597826086956522,11.476315789473684,499.5499999999999,Severe
268,2019-12-22,148.57956600361663,110.10087719298245,2.0,17.0,2.0,11.476315789473684,322.165713444636,Very Poor
269,2019-12-23,247.0,110.10087719298245,10.0,27.0,5.0,11.476315789473684,397.69767441860466,Very Poor
270,2019-12-24,282.0,110.10087719298245,9.0,24.0,3.0,11.476315789473684,499.69062499999995,Severe
271,2019-12-25,290.0,110.10087719298245,8.0,18.0,2.0,11.476315789473684,499.75249999999994,Severe
272,2019-12-26,239.0,110.10087719298245,12.0,24.0,9.0,11.476315789473684,391.5581395348837,Very Poor
273,2019-12-27,296.0,110.10087719298245,12.0,30.0,26.0,11.476315789473684,499.7847826086956,Severe
274,2019-12-28,381.0,110.10087719298245,10.0,25.0,5.0,11.476315789473684,499.924427480916,Severe
275,2019-12-29,358.0,110.10087719298245,22.73508137432188,27.716446124763706,8.597826086956522,11.476315789473684,499.9083333333333,Severe
276,2019-12-31,148.57956600361663,110.10087719298245,9.0,37.0,16.0,11.476315789473684,322.165713444636,Very Poor
277,2020-01-01,418.0,110.10087719298245,13.0,33.0,7.0,11.476315789473684,499.94107142857143,Severe
278,2020-01-02,294.0,110.10087719298245,11.0,18.0,3.0,11.476315789473684,499.775,Severe
279,2020-01-03,189.0,110.10087719298245,10.0,23.0,4.0,11.476315789473684,353.1860465116279,Very Poor
280,2020-01-04,175.0,110.10087719298245,15.0,21.0,10.0,11.476315789473684,342.4418604651163,Very Poor
281,2020-01-05,199.0,110.10087719298245,17.0,35.0,16.0,11.476315789473684,360.8604651162791,Very Poor
282,2020-01-06,206.0,110.10087719298245,18.0,27.0,5.0,11.476315789473684,366.2325581395349,Very Poor
283,2020-01-07,222.0,110.10087719298245,10.0,18.0,3.0,11.476315789473684,378.51162790697674,Very Poor
284,2020-01-08,211.0,110.10087719298245,9.0,22.0,5.0,11.476315789473684,370.06976744186045,Very Poor
285,2020-01-09,181.0,110.10087719298245,9.0,26.0,11.0,11.476315789473684,347.04651162790697,Very Poor
286,2020-01-10,222.0,110.10087719298245,4.0,34.0,14.0,11.476315789473684,378.51162790697674,Very Poor
287,2020-01-11,283.0,110.10087719298245,24.0,38.0,13.0,11.476315789473684,499.69999999999993,Severe
288,2020-01-12,333.0,110.10087719298245,12.0,30.0,6.0,11.476315789473684,499.8807228915662,Severe
289,2020-01-13,335.0,110.10087719298245,21.0,27.0,11.0,11.476315789473684,499.8835294117647,Severe
290,2020-01-14,241.0,110.10087719298245,6.0,29.0,4.0,11.476315789473684,393.09302325581393,Very Poor
291,2020-01-15,245.0,110.10087719298245,11.0,17.0,2.0,11.476315789473684,396.16279069767444,Very Poor
292,2020-01-16,118.0,110.10087719298245,10.0,27.0,8.0,11.476315789473684,293.17241379310343,Poor
293,2020-01-17,203.0,110.10087719298245,6.0,28.0,6.0,11.476315789473684,363.93023255813955,Very Poor
294,2020-01-18,177.0,110.10087719298245,14.0,25.0,5.0,11.476315789473684,343.9767441860465,Very Poor
295,2020-01-19,170.0,110.10087719298245,24.0,24.0,6.0,11.476315789473684,338.6046511627907,Very Poor
296,2020-01-20,201.0,110.10087719298245,16.0,26.0,5.0,11.476315789473684,362.3953488372093,Very Poor
297,2020-01-21,232.0,110.10087719298245,16.0,26.0,4.0,11.476315789473684,386.1860465116279,Very Poor
298,2020-01-22,212.0,110.10087719298245,20.0,19.0,5.0,11.476315789473684,370.8372093023256,Very Poor
299,2020-01-23,156.0,110.10087719298245,22.0,28.0,7.0,11.476315789473684,327.86046511627904,Very Poor
300,2020-01-24,161.0,110.10087719298245,25.0,37.0,12.0,11.476315789473684,331.69767441860466,Very Poor
301,2020-01-25,225.0,110.10087719298245,31.0,32.0,9.0,11.476315789473684,380.8139534883721,Very Poor
302,2020-01-26,233.0,110.10087719298245,32.0,44.0,21.0,11.476315789473684,386.95348837209303,Very Poor
303,2020-01-27,283.0,110.10087719298245,22.0,27.0,9.0,11.476315789473684,499.69999999999993,Severe
304,2020-01-28,224.0,110.10087719298245,18.0,17.0,6.0,11.476315789473684,380.04651162790697,Very Poor
305,2020-01-29,219.0,110.10087719298245,21.0,22.0,6.0,11.476315789473684,376.2093023255814,Very Poor
306,2020-01-30,145.0,110.10087719298245,23.0,29.0,12.0,11.476315789473684,319.4186046511628,Very Poor
307,2020-01-31,160.0,110.10087719298245,27.0,32.0,7.0,11.476315789473684,330.93023255813955,Very Poor
308,2020-02-01,179.0,110.10087719298245,24.0,27.0,12.0,11.476315789473684,345.51162790697674,Very Poor
309,2020-02-02,169.0,110.10087719298245,26.0,37.0,8.0,11.476315789473684,337.83720930232556,Very Poor
310,2020-02-03,207.0,110.10087719298245,24.0,44.0,7.0,11.476315789473684,367.0,Very Poor
311,2020-02-04,254.0,110.10087719298245,27.0,33.0,6.0,11.476315789473684,497.52500000000015,Severe
312,2020-02-05,181.0,110.10087719298245,26.0,29.0,7.0,11.476315789473684,347.04651162790697,Very Poor
313,2020-02-06,175.0,110.10087719298245,26.0,23.0,6.0,11.476315789473684,342.4418604651163,Very Poor
314,2020-02-07,174.0,110.10087719298245,27.0,34.0,7.0,11.476315789473684,341.6744186046512,Very Poor
315,2020-02-08,209.0,110.10087719298245,29.0,41.0,9.0,11.476315789473684,368.5348837209302,Very Poor
316,2020-02-09,240.0,110.10087719298245,31.0,44.0,7.0,11.476315789473684,392.3255813953488,Very Poor
317,2020-02-10,200.0,110.10087719298245,31.0,42.0,15.0,11.476315789473684,361.62790697674416,Very Poor
318,2020-02-11,238.0,110.10087719298245,33.0,42.0,10.0,11.476315789473684,390.7906976744186,Very Poor
319,2020-02-12,218.0,110.10087719298245,24.0,26.0,13.0,11.476315789473684,375.4418604651163,Very Poor
320,2020-02-13,159.0,110.10087719298245,28.0,18.0,10.0,11.476315789473684,330.16279069767444,Very Poor
321,2020-02-14,137.0,110.10087719298245,27.0,31.0,13.0,11.476315789473684,313.27906976744185,Very Poor
322,2020-02-15,126.0,110.10087719298245,30.0,34.0,9.0,11.476315789473684,304.83720930232556,Very Poor
323,2020-02-16,169.0,110.10087719298245,30.0,37.0,6.0,11.476315789473684,337.83720930232556,Very Poor
324,2020-02-17,168.0,110.10087719298245,32.0,39.0,13.0,11.476315789473684,337.06976744186045,Very Poor
325,2020-02-18,169.0,110.10087719298245,31.0,45.0,9.0,11.476315789473684,337.83720930232556,Very Poor
326,2020-02-19,184.0,110.10087719298245,26.0,20.0,7.0,11.476315789473684,349.3488372093023,Very Poor
327,2020-02-20,160.0,110.10087719298245,25.0,14.0,6.0,11.476315789473684,330.93023255813955,Very Poor
328,2020-02-21,174.0,110.10087719298245,17.0,23.0,4.0,11.476315789473684,341.6744186046512,Very Poor
329,2020-02-22,154.0,110.10087719298245,23.0,23.0,5.0,11.476315789473684,326.3255813953488,Very Poor
330,2020-02-23,175.0,110.10087719298245,21.0,23.0,3.0,11.476315789473684,342.4418604651163,Very Poor
331,2020-02-24,164.0,110.10087719298245,21.0,20.0,2.0,11.476315789473684,334.0,Very Poor
332,2020-02-25,98.0,110.10087719298245,24.0,25.0,3.0,11.476315789473684,224.89655172413794,Poor
333,2020-02-26,136.0,110.10087719298245,26.0,23.0,4.0,11.476315789473684,312.51162790697674,Very Poor
334,2020-02-27,138.0,110.10087719298245,22.0,20.0,4.0,11.476315789473684,314.04651162790697,Very Poor
335,2020-02-28,140.0,110.10087719298245,24.0,20.0,4.0,11.476315789473684,315.5813953488372,Very Poor
336,2020-02-29,154.0,110.10087719298245,22.0,18.0,3.0,11.476315789473684,326.3255813953488,Very Poor
337,2020-03-01,112.0,110.10087719298245,23.0,23.0,4.0,11.476315789473684,272.6896551724138,Poor
338,2020-03-02,146.0,110.10087719298245,14.0,41.0,5.0,11.476315789473684,320.1860465116279,Very Poor
339,2020-03-03,167.0,110.10087719298245,24.0,23.0,7.0,11.476315789473684,336.30232558139534,Very Poor
340,2020-03-04,153.0,110.10087719298245,22.0,13.0,4.0,11.476315789473684,325.5581395348837,Very Poor
341,2020-03-05,134.0,110.10087719298245,19.0,13.0,4.0,11.476315789473684,310.9767441860465,Very Poor
342,2020-03-06,129.0,110.10087719298245,19.0,12.0,3.0,11.476315789473684,307.13953488372096,Very Poor
343,2020-03-07,86.0,110.10087719298245,21.0,14.0,3.0,11.476315789473684,221.87932330827067,Poor
344,2020-03-08,107.0,110.10087719298245,24.0,20.0,4.0,11.476315789473684,255.6206896551724,Poor
345,2020-03-09,124.0,110.10087719298245,20.0,19.0,5.0,11.476315789473684,303.30232558139534,Very Poor
346,2020-03-10,185.0,110.10087719298245,23.0,14.0,7.0,11.476315789473684,350.1162790697674,Very Poor
347,2020-03-11,151.0,110.10087719298245,26.0,20.0,10.0,11.476315789473684,324.0232558139535,Very Poor
348,2020-03-12,158.0,110.10087719298245,16.0,13.0,5.0,11.476315789473684,329.3953488372093,Very Poor
349,2020-03-13,108.0,110.10087719298245,18.0,20.0,5.0,11.476315789473684,259.0344827586207,Poor
350,2020-03-14,120.0,110.10087719298245,20.0,14.0,5.0,11.476315789473684,300.0,Poor
351,2020-03-15,139.0,110.10087719298245,24.0,27.0,5.0,11.476315789473684,314.8139534883721,Very Poor
352,2020-03-16,124.0,110.10087719298245,30.0,23.0,12.0,11.476315789473684,303.30232558139534,Very Poor
353,2020-03-17,134.0,110.10087719298245,27.0,25.0,11.0,11.476315789473684,310.9767441860465,Very Poor
354,2020-03-18,145.0,110.10087719298245,29.0,27.0,18.0,11.476315789473684,319.4186046511628,Very Poor
355,2020-03-19,158.0,110.10087719298245,30.0,28.0,12.0,11.476315789473684,329.3953488372093,Very Poor
356,2020-03-20,160.0,110.10087719298245,21.0,14.0,10.0,11.476315789473684,330.93023255813955,Very Poor
357,2020-03-21,117.0,110.10087719298245,25.0,11.0,8.0,11.476315789473684,289.7586206896552,Poor
358,2020-03-22,129.0,110.10087719298245,27.0,10.0,8.0,11.476315789473684,307.13953488372096,Very Poor
359,2020-03-23,144.0,110.10087719298245,28.0,11.0,8.0,11.476315789473684,318.6511627906977,Very Poor
360,2020-03-24,158.0,110.10087719298245,20.0,5.0,7.0,11.476315789473684,329.3953488372093,Very Poor
361,2020-03-25,124.0,110.10087719298245,19.0,4.0,6.0,11.476315789473684,303.30232558139534,Very Poor
362,2020-03-26,100.0,110.10087719298245,12.0,4.0,8.0,11.476315789473684,231.72413793103448,Poor
363,2020-03-27,115.0,110.10087719298245,22.0,3.0,6.0,11.476315789473684,282.9310344827586,Poor
364,2020-03-28,91.0,110.10087719298245,21.0,2.0,6.0,11.476315789473684,221.87932330827067,Poor
365,2020-03-29,78.0,110.10087719298245,24.0,3.0,7.0,11.476315789473684,221.87932330827067,Poor
366,2020-03-30,87.0,110.10087719298245,26.0,5.0,7.0,11.476315789473684,221.87932330827067,Poor
367,2020-03-31,109.0,110.10087719298245,27.0,5.0,7.0,11.476315789473684,262.44827586206895,Poor
368,2020-04-01,122.0,110.10087719298245,23.0,4.0,6.0,11.476315789473684,301.7674418604651,Very Poor
369,2020-04-02,97.0,110.10087719298245,27.0,3.0,7.0,11.476315789473684,221.87932330827067,Poor
370,2020-04-03,67.0,110.10087719298245,28.0,3.0,7.0,11.476315789473684,221.87932330827067,Poor
371,2020-04-04,91.0,110.10087719298245,22.73508137432188,27.716446124763706,8.597826086956522,11.476315789473684,221.87932330827067,Poor
372,2020-04-05,148.57956600361663,110.10087719298245,27.0,4.0,7.0,11.476315789473684,322.165713444636,Very Poor
373,2020-04-06,99.0,110.10087719298245,24.0,3.0,8.0,11.476315789473684,228.31034482758622,Poor
374,2020-04-07,107.0,110.10087719298245,25.0,4.0,4.0,11.476315789473684,255.6206896551724,Poor
375,2020-04-08,93.0,110.10087719298245,29.0,3.0,4.0,11.476315789473684,221.87932330827067,Poor
376,2020-04-09,86.0,110.10087719298245,31.0,8.0,11.0,11.476315789473684,221.87932330827067,Poor
377,2020-04-10,111.0,110.10087719298245,31.0,16.0,10.0,11.476315789473684,269.2758620689655,Poor
378,2020-04-11,145.0,110.10087719298245,26.0,8.0,8.0,11.476315789473684,319.4186046511628,Very Poor
379,2020-04-12,116.0,110.10087719298245,28.0,12.0,16.0,11.476315789473684,286.34482758620686,Poor
380,2020-04-13,121.0,110.10087719298245,31.0,11.0,9.0,11.476315789473684,301.0,Very Poor
381,2020-04-14,136.0,110.10087719298245,24.0,14.0,8.0,11.476315789473684,312.51162790697674,Very Poor
382,2020-04-15,151.0,110.10087719298245,30.0,14.0,12.0,11.476315789473684,324.0232558139535,Very Poor
383,2020-04-16,160.0,110.10087719298245,28.0,17.0,11.0,11.476315789473684,330.93023255813955,Very Poor
384,2020-04-17,184.0,110.10087719298245,28.0,11.0,8.0,11.476315789473684,349.3488372093023,Very Poor
385,2020-04-18,135.0,110.10087719298245,31.0,9.0,8.0,11.476315789473684,311.74418604651163,Very Poor
386,2020-04-19,132.0,110.10087719298245,27.0,6.0,7.0,11.476315789473684,309.4418604651163,Very Poor
387,2020-04-20,115.0,110.10087719298245,27.0,5.0,10.0,11.476315789473684,282.9310344827586,Poor
388,2020-04-21,92.0,110.10087719298245,25.0,10.0,9.0,4.0,204.41379310344828,Poor
389,2020-04-22,116.0,110.10087719298245,36.0,14.0,9.0,11.476315789473684,286.34482758620686,Poor
390,2020-04-23,137.0,110.10087719298245,24.0,7.0,10.0,11.476315789473684,313.27906976744185,Very Poor
391,2020-04-24,117.0,110.10087719298245,30.0,7.0,11.0,11.476315789473684,289.7586206896552,Poor
392,2020-04-25,145.0,110.10087719298245,25.0,4.0,5.0,11.476315789473684,319.4186046511628,Very Poor
393,2020-04-26,108.0,110.10087719298245,30.0,6.0,5.0,11.476315789473684,259.0344827586207,Poor
394,2020-04-27,70.0,110.10087719298245,29.0,7.0,5.0,11.476315789473684,221.87932330827067,Poor
395,2020-04-28,108.0,110.10087719298245,25.0,6.0,5.0,11.476315789473684,259.0344827586207,Poor
396,2020-04-29,98.0,110.10087719298245,29.0,6.0,5.0,11.476315789473684,224.89655172413794,Poor
397,2020-04-30,113.0,110.10087719298245,26.0,4.0,5.0,11.476315789473684,276.1034482758621,Poor
398,2020-05-01,75.0,110.10087719298245,24.0,5.0,5.0,11.476315789473684,221.87932330827067,Poor
399,2020-05-02,104.0,110.10087719298245,27.0,4.0,6.0,11.476315789473684,245.3793103448276,Poor
400,2020-05-03,103.0,110.10087719298245,27.0,6.0,5.0,11.476315789473684,241.9655172413793,Poor
401,2020-05-04,99.0,110.10087719298245,24.0,5.0,5.0,11.476315789473684,228.31034482758622,Poor
402,2020-05-05,85.0,110.10087719298245,27.0,6.0,5.0,11.476315789473684,221.87932330827067,Poor
403,2020-05-06,83.0,110.10087719298245,40.0,6.0,6.0,11.476315789473684,221.87932330827067,Poor
404,2020-05-07,95.0,110.10087719298245,34.0,8.0,5.0,11.476315789473684,221.87932330827067,Poor
405,2020-05-08,115.0,110.10087719298245,49.0,7.0,5.0,11.476315789473684,282.9310344827586,Poor
406,2020-05-09,138.0,110.10087719298245,44.0,5.0,5.0,11.476315789473684,314.04651162790697,Very Poor
407,2020-05-10,129.0,110.10087719298245,36.0,6.0,4.0,11.476315789473684,307.13953488372096,Very Poor
408,2020-05-11,87.0,110.10087719298245,35.0,9.0,4.0,11.476315789473684,221.87932330827067,Poor
409,2020-05-12,121.0,110.10087719298245,43.0,8.0,4.0,11.476315789473684,301.0,Very Poor
410,2020-05-13,111.0,110.10087719298245,39.0,11.0,5.0,11.476315789473684,269.2758620689655,Poor
411,2020-05-14,145.0,110.10087719298245,15.0,17.0,5.0,11.476315789473684,319.4186046511628,Very Poor
412,2020-05-15,153.0,110.10087719298245,16.0,13.0,5.0,11.476315789473684,325.5581395348837,Very Poor
413,2020-05-16,116.0,110.10087719298245,18.0,24.0,5.0,11.476315789473684,286.34482758620686,Poor
414,2020-05-17,143.0,110.10087719298245,12.0,21.0,5.0,11.476315789473684,317.8837209302326,Very Poor
415,2020-05-18,133.0,110.10087719298245,13.0,23.0,5.0,11.476315789473684,310.2093023255814,Very Poor
416,2020-05-19,118.0,110.10087719298245,33.0,15.0,4.0,11.476315789473684,293.17241379310343,Poor
417,2020-05-20,137.0,110.10087719298245,34.0,17.0,3.0,11.476315789473684,313.27906976744185,Very Poor
418,2020-05-21,143.0,110.10087719298245,27.0,23.0,3.0,11.476315789473684,317.8837209302326,Very Poor
419,2020-05-22,146.0,110.10087719298245,23.0,12.0,5.0,11.476315789473684,320.1860465116279,Very Poor
420,2020-05-23,152.0,110.10087719298245,16.0,18.0,4.0,11.476315789473684,324.7906976744186,Very Poor
421,2020-05-24,141.0,110.10087719298245,11.0,25.0,6.0,11.476315789473684,316.3488372093023,Very Poor
422,2020-05-25,134.0,110.10087719298245,17.0,25.0,7.0,11.476315789473684,310.9767441860465,Very Poor
423,2020-05-26,138.0,110.10087719298245,20.0,15.0,4.0,11.476315789473684,314.04651162790697,Very Poor
424,2020-05-27,119.0,110.10087719298245,27.0,7.0,15.0,11.476315789473684,296.58620689655174,Poor
425,2020-05-28,87.0,110.10087719298245,27.0,7.0,7.0,11.476315789473684,221.87932330827067,Poor
426,2020-05-29,112.0,110.10087719298245,17.0,7.0,7.0,11.476315789473684,272.6896551724138,Poor
427,2020-05-30,96.0,110.10087719298245,21.0,7.0,7.0,11.476315789473684,221.87932330827067,Poor
428,2020-05-31,115.0,110.10087719298245,23.0,12.0,7.0,11.476315789473684,282.9310344827586,Poor
429,2020-06-01,117.0,110.10087719298245,17.0,12.0,4.0,11.476315789473684,289.7586206896552,Poor
430,2020-06-02,128.0,110.10087719298245,17.0,14.0,4.0,11.476315789473684,306.37209302325584,Very Poor
431,2020-06-03,122.0,110.10087719298245,29.0,10.0,4.0,11.476315789473684,301.7674418604651,Very Poor
432,2020-06-04,90.0,110.10087719298245,16.0,6.0,7.0,11.476315789473684,221.87932330827067,Poor
433,2020-06-05,72.0,110.10087719298245,11.0,8.0,8.0,11.476315789473684,221.87932330827067,Poor
434,2020-06-06,80.0,110.10087719298245,15.0,7.0,4.0,11.476315789473684,221.87932330827067,Poor
435,2020-06-07,86.0,110.10087719298245,16.0,17.0,5.0,11.476315789473684,221.87932330827067,Poor
436,2020-06-08,94.0,110.10087719298245,14.0,24.0,10.0,11.476315789473684,221.87932330827067,Poor
437,2020-06-09,130.0,110.10087719298245,17.0,13.0,11.0,11.476315789473684,307.90697674418607,Very Poor
438,2020-06-10,155.0,110.10087719298245,16.0,10.0,7.0,11.476315789473684,327.09302325581393,Very Poor
439,2020-06-11,140.0,110.10087719298245,30.0,10.0,8.0,11.476315789473684,315.5813953488372,Very Poor
440,2020-06-12,127.0,110.10087719298245,24.0,9.0,8.0,11.476315789473684,305.6046511627907,Very Poor
441,2020-06-13,92.0,110.10087719298245,21.0,9.0,3.0,11.476315789473684,221.87932330827067,Poor
442,2020-06-14,86.0,110.10087719298245,17.0,13.0,3.0,11.476315789473684,221.87932330827067,Poor
443,2020-06-15,101.0,110.10087719298245,24.0,10.0,6.0,11.476315789473684,235.13793103448276,Poor
444,2020-06-16,90.0,110.10087719298245,16.0,8.0,6.0,11.476315789473684,221.87932330827067,Poor
445,2020-06-17,87.0,110.10087719298245,20.0,9.0,6.0,11.476315789473684,221.87932330827067,Poor
446,2020-06-18,89.0,110.10087719298245,27.0,8.0,3.0,11.476315789473684,221.87932330827067,Poor
447,2020-06-19,89.0,110.10087719298245,23.0,8.0,2.0,11.476315789473684,221.87932330827067,Poor
448,2020-06-20,95.0,110.10087719298245,21.0,6.0,3.0,11.476315789473684,221.87932330827067,Poor
449,2020-06-21,83.0,110.10087719298245,20.0,8.0,3.0,11.476315789473684,221.87932330827067,Poor
450,2020-06-22,80.0,110.10087719298245,18.0,8.0,2.0,11.476315789473684,221.87932330827067,Poor
451,2020-06-23,81.0,110.10087719298245,17.0,9.0,9.0,11.476315789473684,221.87932330827067,Poor
452,2020-06-24,123.0,110.10087719298245,15.0,13.0,9.0,11.476315789473684,302.5348837209302,Very Poor
453,2020-06-25,101.0,110.10087719298245,24.0,12.0,3.0,11.476315789473684,235.13793103448276,Poor
454,2020-06-26,71.0,110.10087719298245,22.0,14.0,7.0,11.476315789473684,221.87932330827067,Poor
455,2020-06-27,74.0,110.10087719298245,26.0,13.0,3.0,11.476315789473684,221.87932330827067,Poor
456,2020-06-28,80.0,110.10087719298245,24.0,13.0,3.0,11.476315789473684,221.87932330827067,Poor
457,2020-06-29,67.0,110.10087719298245,25.0,13.0,7.0,11.476315789473684,221.87932330827067,Poor
458,2020-06-30,87.0,110.10087719298245,25.0,13.0,3.0,11.476315789473684,221.87932330827067,Poor
459,2020-07-01,96.0,110.10087719298245,18.0,13.0,3.0,11.476315789473684,221.87932330827067,Poor
460,2020-07-02,122.0,110.10087719298245,16.0,15.0,3.0,11.476315789473684,301.7674418604651,Very Poor
461,2020-07-03,128.0,110.10087719298245,15.0,11.0,7.0,11.476315789473684,306.37209302325584,Very Poor
462,2020-07-04,130.0,110.10087719298245,18.0,11.0,3.0,11.476315789473684,307.90697674418607,Very Poor
463,2020-07-05,84.0,110.10087719298245,11.0,11.0,3.0,11.476315789473684,221.87932330827067,Poor
464,2020-07-06,65.0,110.10087719298245,10.0,13.0,4.0,11.476315789473684,221.87932330827067,Poor
465,2020-07-07,65.0,110.10087719298245,18.0,13.0,7.0,11.476315789473684,221.87932330827067,Poor
466,2020-07-08,83.0,110.10087719298245,18.0,14.0,10.0,11.476315789473684,221.87932330827067,Poor
467,2020-07-09,73.0,110.10087719298245,19.0,11.0,3.0,11.476315789473684,221.87932330827067,Poor
468,2020-07-10,77.0,110.10087719298245,20.0,6.0,6.0,11.476315789473684,221.87932330827067,Poor
469,2020-07-11,77.0,110.10087719298245,21.0,6.0,3.0,11.476315789473684,221.87932330827067,Poor
470,2020-07-12,76.0,110.10087719298245,24.0,11.0,6.0,11.476315789473684,221.87932330827067,Poor
471,2020-07-13,77.0,110.10087719298245,16.0,9.0,7.0,11.476315789473684,221.87932330827067,Poor
472,2020-07-14,75.0,110.10087719298245,28.0,9.0,7.0,11.476315789473684,221.87932330827067,Poor
473,2020-07-15,93.0,110.10087719298245,31.0,8.0,6.0,11.476315789473684,221.87932330827067,Poor
474,2020-07-16,97.0,110.10087719298245,96.0,8.0,5.0,11.476315789473684,221.87932330827067,Poor
475,2020-07-17,106.0,110.10087719298245,105.0,6.0,5.0,11.476315789473684,252.20689655172413,Poor
476,2020-07-18,122.0,110.10087719298245,37.0,9.0,8.597826086956522,11.476315789473684,301.7674418604651,Very Poor
477,2020-07-19,84.0,110.10087719298245,27.0,12.0,8.597826086956522,11.476315789473684,221.87932330827067,Poor
478,2020-07-20,65.0,110.10087719298245,40.0,10.0,1.0,11.476315789473684,221.87932330827067,Poor
479,2020-07-21,67.0,110.10087719298245,38.0,9.0,1.0,11.476315789473684,221.87932330827067,Poor
480,2020-07-22,66.0,110.10087719298245,38.0,9.0,1.0,11.476315789473684,221.87932330827067,Poor
481,2020-07-23,70.0,110.10087719298245,38.0,7.0,5.0,11.476315789473684,221.87932330827067,Poor
482,2020-07-24,97.0,110.10087719298245,36.0,7.0,10.0,11.476315789473684,221.87932330827067,Poor
483,2020-07-25,146.0,110.10087719298245,15.0,10.0,2.0,11.476315789473684,320.1860465116279,Very Poor
484,2020-07-26,80.0,110.10087719298245,36.0,11.0,4.0,11.476315789473684,221.87932330827067,Poor
485,2020-07-27,90.0,110.10087719298245,38.0,10.0,4.0,11.476315789473684,221.87932330827067,Poor
486,2020-07-28,68.0,110.10087719298245,28.0,10.0,5.0,11.476315789473684,221.87932330827067,Poor
487,2020-07-29,61.0,110.10087719298245,20.0,10.0,6.0,11.476315789473684,221.87932330827067,Poor
488,2020-07-30,67.0,110.10087719298245,21.0,14.0,5.0,11.476315789473684,221.87932330827067,Poor
489,2020-07-31,76.0,110.10087719298245,18.0,10.0,6.0,11.476315789473684,221.87932330827067,Poor
490,2020-08-01,79.0,110.10087719298245,30.0,12.0,2.0,11.476315789473684,221.87932330827067,Poor
491,2020-08-02,81.0,110.10087719298245,36.0,11.0,2.0,11.476315789473684,221.87932330827067,Poor
492,2020-08-03,71.0,110.10087719298245,35.0,9.0,5.0,11.476315789473684,221.87932330827067,Poor
493,2020-08-04,77.0,110.10087719298245,37.0,7.0,5.0,11.476315789473684,221.87932330827067,Poor
494,2020-08-05,72.0,110.10087719298245,32.0,6.0,6.0,11.476315789473684,221.87932330827067,Poor
495,2020-08-06,57.0,110.10087719298245,34.0,7.0,4.0,11.476315789473684,221.87932330827067,Poor
496,2020-08-07,86.0,110.10087719298245,29.0,8.0,1.0,11.476315789473684,221.87932330827067,Poor
497,2020-08-08,96.0,110.10087719298245,32.0,7.0,1.0,11.476315789473684,221.87932330827067,Poor
498,2020-08-09,82.0,110.10087719298245,27.0,9.0,1.0,11.476315789473684,221.87932330827067,Poor
499,2020-08-10,99.0,110.10087719298245,23.0,11.0,2.0,11.476315789473684,228.31034482758622,Poor
500,2020-08-11,107.0,110.10087719298245,20.0,10.0,1.0,11.476315789473684,255.6206896551724,Poor
501,2020-08-12,62.0,110.10087719298245,31.0,10.0,2.0,11.476315789473684,221.87932330827067,Poor
502,2020-08-13,62.0,110.10087719298245,24.0,11.0,9.0,11.476315789473684,221.87932330827067,Poor
503,2020-08-14,97.0,110.10087719298245,21.0,7.0,5.0,11.476315789473684,221.87932330827067,Poor
504,2020-08-15,84.0,110.10087719298245,24.0,6.0,2.0,11.476315789473684,221.87932330827067,Poor
505,2020-08-16,68.0,110.10087719298245,24.0,8.0,9.0,11.476315789473684,221.87932330827067,Poor
506,2020-08-17,68.0,110.10087719298245,32.0,10.0,7.0,11.476315789473684,221.87932330827067,Poor
507,2020-08-18,83.0,110.10087719298245,40.0,8.0,7.0,11.476315789473684,221.87932330827067,Poor
508,2020-08-19,55.0,110.10087719298245,38.0,7.0,8.0,11.476315789473684,221.87932330827067,Poor
509,2020-08-20,69.0,110.10087719298245,26.0,6.0,6.0,11.476315789473684,221.87932330827067,Poor
510,2020-08-21,51.0,110.10087719298245,28.0,6.0,5.0,11.476315789473684,221.87932330827067,Poor
511,2020-08-22,62.0,110.10087719298245,37.0,7.0,2.0,11.476315789473684,221.87932330827067,Poor
512,2020-08-23,49.0,110.10087719298245,31.0,9.0,6.0,11.476315789473684,221.87932330827067,Poor
513,2020-08-24,56.0,110.10087719298245,31.0,13.0,6.0,11.476315789473684,221.87932330827067,Poor
